Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Days,Month,Year,Use IF Statement,Left(4 Char),Mid,Right,Change  Date Format,TRIm,Concat,Change Date Format1,SUM,SUMIF,SUMIFS,COUNT,Countif,Countifs
527,4/11/2023,CUST527,Male,57,Clothing,2,25,50,11,4,2023,0,Clot,lothi,hing,11/04/2023,Clothing,2550,11-04-2023,,,,,,
528,7/6/2023,CUST528,Female,36,Clothing,2,30,60,6,7,2023,0,Clot,lothi,hing,06/07/2023,Clothing,3060,06-07-2023,,,,,,
529,8/9/2023,CUST529,Female,35,Clothing,3,50,150,9,8,2023,0,Clot,lothi,hing,09/08/2023,Clothing,50150,09-08-2023,,,,,,
530,2/5/2023,CUST530,Female,18,Electronics,4,30,120,5,2,2023,0,Elec,lectr,nics,05/02/2023,Electronics,30120,05-02-2023,,,,,,
531,12/7/2023,CUST531,Male,31,Electronics,1,500,500,7,12,2023,0,Elec,lectr,nics,07/12/2023,Electronics,500500,07-12-2023,,,,,,
532,6/19/2023,CUST532,Female,64,Clothing,4,30,120,19,6,2023,0,Clot,lothi,hing,19/06/2023,Clothing,30120,19-06-2023,,,,,,
533,11/16/2023,CUST533,Male,19,Electronics,3,500,1500,16,11,2023,0,Elec,lectr,nics,16/11/2023,Electronics,5001500,16-11-2023,,,,,,
534,6/10/2023,CUST534,Male,45,Clothing,2,500,1000,10,6,2023,0,Clot,lothi,hing,10/06/2023,Clothing,5001000,10-06-2023,,,,,,
535,12/6/2023,CUST535,Male,47,Beauty,3,30,90,6,12,2023,1,Beau,eauty,auty,06/12/2023,Beauty,3090,06-12-2023,,,,,,
536,3/5/2023,CUST536,Female,55,Beauty,4,30,120,5,3,2023,1,Beau,eauty,auty,05/03/2023,Beauty,30120,05-03-2023,,,,,,
537,6/3/2023,CUST537,Female,21,Beauty,1,500,500,3,6,2023,1,Beau,eauty,auty,03/06/2023,Beauty,500500,03-06-2023,,,,,,
538,9/17/2023,CUST538,Male,18,Clothing,3,50,150,17,9,2023,0,Clot,lothi,hing,17/09/2023,Clothing,50150,17-09-2023,,,,,,
539,6/8/2023,CUST539,Male,25,Beauty,1,500,500,8,6,2023,1,Beau,eauty,auty,08/06/2023,Beauty,500500,08-06-2023,,,,,,
540,12/8/2023,CUST540,Female,46,Electronics,3,300,900,8,12,2023,0,Elec,lectr,nics,08/12/2023,Electronics,300900,08-12-2023,,,,,,
541,7/29/2023,CUST541,Male,56,Beauty,1,500,500,29,7,2023,1,Beau,eauty,auty,29/07/2023,Beauty,500500,29-07-2023,,,,,,
542,6/17/2023,CUST542,Female,20,Beauty,1,50,50,17,6,2023,1,Beau,eauty,auty,17/06/2023,Beauty,5050,17-06-2023,,,,,,
543,7/26/2023,CUST543,Male,49,Beauty,2,300,600,26,7,2023,1,Beau,eauty,auty,26/07/2023,Beauty,300600,26-07-2023,,,,,,
544,12/23/2023,CUST544,Female,27,Electronics,1,25,25,23,12,2023,0,Elec,lectr,nics,23/12/2023,Electronics,2525,23-12-2023,,,,,,
545,6/1/2023,CUST545,Male,27,Clothing,2,25,50,1,6,2023,0,Clot,lothi,hing,01/06/2023,Clothing,2550,01-06-2023,,,,,,
546,10/11/2023,CUST546,Female,36,Electronics,4,50,200,11,10,2023,0,Elec,lectr,nics,11/10/2023,Electronics,50200,11-10-2023,,,,,,
547,3/7/2023,CUST547,Male,63,Clothing,4,500,2000,7,3,2023,0,Clot,lothi,hing,07/03/2023,Clothing,5002000,07-03-2023,,,,,,
548,4/9/2023,CUST548,Female,51,Clothing,2,30,60,9,4,2023,0,Clot,lothi,hing,09/04/2023,Clothing,3060,09-04-2023,,,,,,
549,8/4/2023,CUST549,Female,50,Beauty,2,50,100,4,8,2023,1,Beau,eauty,auty,04/08/2023,Beauty,50100,04-08-2023,,,,,,
550,12/7/2023,CUST550,Male,40,Clothing,3,300,900,7,12,2023,0,Clot,lothi,hing,07/12/2023,Clothing,300900,07-12-2023,,,,,,
551,7/14/2023,CUST551,Male,45,Electronics,3,300,900,14,7,2023,0,Elec,lectr,nics,14/07/2023,Electronics,300900,14-07-2023,,,,,,
552,12/13/2023,CUST552,Female,49,Electronics,3,25,75,13,12,2023,0,Elec,lectr,nics,13/12/2023,Electronics,2575,13-12-2023,,,,,,
553,3/31/2023,CUST553,Male,24,Clothing,4,300,1200,31,3,2023,0,Clot,lothi,hing,31/03/2023,Clothing,3001200,31-03-2023,,,,,,
554,11/12/2023,CUST554,Female,46,Beauty,3,50,150,12,11,2023,1,Beau,eauty,auty,12/11/2023,Beauty,50150,12-11-2023,,,,,,
555,10/19/2023,CUST555,Male,25,Beauty,1,300,300,19,10,2023,1,Beau,eauty,auty,19/10/2023,Beauty,300300,19-10-2023,,,,,,
556,6/4/2023,CUST556,Female,18,Electronics,1,50,50,4,6,2023,0,Elec,lectr,nics,04/06/2023,Electronics,5050,04-06-2023,,,,,,
557,7/27/2023,CUST557,Female,20,Beauty,3,30,90,27,7,2023,1,Beau,eauty,auty,27/07/2023,Beauty,3090,27-07-2023,,,,,,
558,10/8/2023,CUST558,Female,41,Clothing,1,25,25,8,10,2023,0,Clot,lothi,hing,08/10/2023,Clothing,2525,08-10-2023,,,,,,
559,1/1/2023,CUST559,Female,40,Clothing,4,300,1200,1,1,2023,0,Clot,lothi,hing,01/01/2023,Clothing,3001200,01-01-2023,,,,,,
560,6/5/2023,CUST560,Female,25,Electronics,1,50,50,5,6,2023,0,Elec,lectr,nics,05/06/2023,Electronics,5050,05-06-2023,,,,,,
561,5/27/2023,CUST561,Female,64,Clothing,4,500,2000,27,5,2023,0,Clot,lothi,hing,27/05/2023,Clothing,5002000,27-05-2023,,,,,,
562,4/18/2023,CUST562,Male,54,Electronics,2,25,50,18,4,2023,0,Elec,lectr,nics,18/04/2023,Electronics,2550,18-04-2023,,,,,,
563,8/9/2023,CUST563,Male,20,Clothing,2,30,60,9,8,2023,0,Clot,lothi,hing,09/08/2023,Clothing,3060,09-08-2023,,,,,,
564,10/24/2023,CUST564,Male,50,Electronics,2,50,100,24,10,2023,0,Elec,lectr,nics,24/10/2023,Electronics,50100,24-10-2023,,,,,,
565,11/7/2023,CUST565,Female,45,Beauty,2,30,60,7,11,2023,1,Beau,eauty,auty,07/11/2023,Beauty,3060,07-11-2023,,,,,,
566,12/2/2023,CUST566,Female,64,Clothing,1,30,30,2,12,2023,0,Clot,lothi,hing,02/12/2023,Clothing,3030,02-12-2023,,,,,,
567,6/14/2023,CUST567,Female,25,Clothing,3,300,900,14,6,2023,0,Clot,lothi,hing,14/06/2023,Clothing,300900,14-06-2023,,,,,,
568,8/27/2023,CUST568,Female,51,Electronics,1,300,300,27,8,2023,0,Elec,lectr,nics,27/08/2023,Electronics,300300,27-08-2023,,,,,,
569,8/15/2023,CUST569,Male,52,Electronics,4,50,200,15,8,2023,0,Elec,lectr,nics,15/08/2023,Electronics,50200,15-08-2023,,,,,,
570,8/15/2023,CUST570,Male,49,Clothing,1,500,500,15,8,2023,0,Clot,lothi,hing,15/08/2023,Clothing,500500,15-08-2023,,,,,,
571,12/12/2023,CUST571,Female,41,Electronics,1,50,50,12,12,2023,0,Elec,lectr,nics,12/12/2023,Electronics,5050,12-12-2023,,,,,,
572,4/20/2023,CUST572,Male,31,Clothing,4,500,2000,20,4,2023,0,Clot,lothi,hing,20/04/2023,Clothing,5002000,20-04-2023,,,,,,
573,9/19/2023,CUST573,Male,49,Beauty,2,30,60,19,9,2023,1,Beau,eauty,auty,19/09/2023,Beauty,3060,19-09-2023,,,,,,
574,8/31/2023,CUST574,Female,63,Electronics,2,25,50,31,8,2023,0,Elec,lectr,nics,31/08/2023,Electronics,2550,31-08-2023,,,,,,
575,3/28/2023,CUST575,Male,60,Clothing,2,50,100,28,3,2023,0,Clot,lothi,hing,28/03/2023,Clothing,50100,28-03-2023,,,,,,
576,12/4/2023,CUST576,Female,33,Beauty,3,50,150,4,12,2023,1,Beau,eauty,auty,04/12/2023,Beauty,50150,04-12-2023,,,,,,
577,2/13/2023,CUST577,Male,21,Beauty,4,500,2000,13,2,2023,1,Beau,eauty,auty,13/02/2023,Beauty,5002000,13-02-2023,,,,,,
578,5/26/2023,CUST578,Female,54,Clothing,4,30,120,26,5,2023,0,Clot,lothi,hing,26/05/2023,Clothing,30120,26-05-2023,,,,,,
579,9/21/2023,CUST579,Female,38,Electronics,1,30,30,21,9,2023,0,Elec,lectr,nics,21/09/2023,Electronics,3030,21-09-2023,,,,,,
580,12/6/2023,CUST580,Female,31,Clothing,3,500,1500,6,12,2023,0,Clot,lothi,hing,06/12/2023,Clothing,5001500,06-12-2023,,,,,,
581,11/21/2023,CUST581,Female,48,Beauty,2,30,60,21,11,2023,1,Beau,eauty,auty,21/11/2023,Beauty,3060,21-11-2023,,,,,,
582,11/14/2023,CUST582,Male,35,Clothing,3,300,900,14,11,2023,0,Clot,lothi,hing,14/11/2023,Clothing,300900,14-11-2023,,,,,,
583,6/21/2023,CUST583,Female,24,Electronics,4,25,100,21,6,2023,0,Elec,lectr,nics,21/06/2023,Electronics,25100,21-06-2023,,,,,,
584,2/17/2023,CUST584,Female,27,Beauty,4,50,200,17,2,2023,1,Beau,eauty,auty,17/02/2023,Beauty,50200,17-02-2023,,,,,,
585,5/1/2023,CUST585,Female,24,Clothing,1,25,25,1,5,2023,0,Clot,lothi,hing,01/05/2023,Clothing,2525,01-05-2023,,,,,,
586,12/11/2023,CUST586,Male,50,Electronics,1,50,50,11,12,2023,0,Elec,lectr,nics,11/12/2023,Electronics,5050,11-12-2023,,,,,,
587,6/8/2023,CUST587,Female,40,Beauty,4,300,1200,8,6,2023,1,Beau,eauty,auty,08/06/2023,Beauty,3001200,08-06-2023,,,,,,
588,4/26/2023,CUST588,Male,38,Electronics,2,30,60,26,4,2023,0,Elec,lectr,nics,26/04/2023,Electronics,3060,26-04-2023,,,,,,
589,4/12/2023,CUST589,Female,36,Beauty,2,500,1000,12,4,2023,1,Beau,eauty,auty,12/04/2023,Beauty,5001000,12-04-2023,,,,,,
590,3/17/2023,CUST590,Male,36,Clothing,3,300,900,17,3,2023,0,Clot,lothi,hing,17/03/2023,Clothing,300900,17-03-2023,,,,,,
591,1/13/2023,CUST591,Male,53,Electronics,4,25,100,13,1,2023,0,Elec,lectr,nics,13/01/2023,Electronics,25100,13-01-2023,,,,,,
592,1/24/2023,CUST592,Female,46,Beauty,4,500,2000,24,1,2023,1,Beau,eauty,auty,24/01/2023,Beauty,5002000,24-01-2023,,,,,,
593,5/6/2023,CUST593,Male,35,Electronics,2,30,60,6,5,2023,0,Elec,lectr,nics,06/05/2023,Electronics,3060,06-05-2023,,,,,,
594,9/1/2023,CUST594,Female,19,Electronics,2,300,600,1,9,2023,0,Elec,lectr,nics,01/09/2023,Electronics,300600,01-09-2023,,,,,,
595,11/9/2023,CUST595,Female,18,Clothing,4,500,2000,9,11,2023,0,Clot,lothi,hing,09/11/2023,Clothing,5002000,09-11-2023,,,,,,
596,2/7/2023,CUST596,Female,64,Electronics,1,300,300,7,2,2023,0,Elec,lectr,nics,07/02/2023,Electronics,300300,07-02-2023,,,,,,
597,8/22/2023,CUST597,Male,22,Beauty,4,300,1200,22,8,2023,1,Beau,eauty,auty,22/08/2023,Beauty,3001200,22-08-2023,,,,,,
598,8/1/2023,CUST598,Male,37,Beauty,4,30,120,1,8,2023,1,Beau,eauty,auty,01/08/2023,Beauty,30120,01-08-2023,,,,,,
599,11/19/2023,CUST599,Female,28,Beauty,2,50,100,19,11,2023,1,Beau,eauty,auty,19/11/2023,Beauty,50100,19-11-2023,,,,,,
600,10/22/2023,CUST600,Female,59,Beauty,2,500,1000,22,10,2023,1,Beau,eauty,auty,22/10/2023,Beauty,5001000,22-10-2023,,,,,,
601,4/10/2023,CUST601,Male,19,Clothing,1,30,30,10,4,2023,0,Clot,lothi,hing,10/04/2023,Clothing,3030,10-04-2023,,,,,,
602,12/23/2023,CUST602,Female,20,Electronics,1,300,300,23,12,2023,0,Elec,lectr,nics,23/12/2023,Electronics,300300,23-12-2023,,,,,,
603,7/16/2023,CUST603,Female,40,Clothing,3,30,90,16,7,2023,0,Clot,lothi,hing,16/07/2023,Clothing,3090,16-07-2023,,,,,,
604,9/11/2023,CUST604,Female,29,Electronics,4,50,200,11,9,2023,0,Elec,lectr,nics,11/09/2023,Electronics,50200,11-09-2023,,,,,,
605,7/24/2023,CUST605,Male,37,Electronics,2,500,1000,24,7,2023,0,Elec,lectr,nics,24/07/2023,Electronics,5001000,24-07-2023,,,,,,
606,5/5/2023,CUST606,Male,22,Electronics,1,50,50,5,5,2023,0,Elec,lectr,nics,05/05/2023,Electronics,5050,05-05-2023,,,,,,
607,3/17/2023,CUST607,Male,54,Clothing,3,25,75,17,3,2023,0,Clot,lothi,hing,17/03/2023,Clothing,2575,17-03-2023,,,,,,
608,12/2/2023,CUST608,Female,55,Electronics,3,500,1500,2,12,2023,0,Elec,lectr,nics,02/12/2023,Electronics,5001500,02-12-2023,,,,,,
609,12/19/2023,CUST609,Female,47,Clothing,2,50,100,19,12,2023,0,Clot,lothi,hing,19/12/2023,Clothing,50100,19-12-2023,,,,,,
610,1/3/2023,CUST610,Female,26,Beauty,2,300,600,3,1,2023,1,Beau,eauty,auty,03/01/2023,Beauty,300600,03-01-2023,,,,,,
611,2/24/2023,CUST611,Male,51,Beauty,3,500,1500,24,2,2023,1,Beau,eauty,auty,24/02/2023,Beauty,5001500,24-02-2023,,,,,,
612,8/6/2023,CUST612,Female,61,Electronics,1,500,500,6,8,2023,0,Elec,lectr,nics,06/08/2023,Electronics,500500,06-08-2023,,,,,,
613,4/23/2023,CUST613,Female,52,Clothing,3,30,90,23,4,2023,0,Clot,lothi,hing,23/04/2023,Clothing,3090,23-04-2023,,,,,,
614,4/1/2023,CUST614,Female,39,Beauty,4,300,1200,1,4,2023,1,Beau,eauty,auty,01/04/2023,Beauty,3001200,01-04-2023,,,,,,
615,12/23/2023,CUST615,Female,61,Clothing,4,25,100,23,12,2023,0,Clot,lothi,hing,23/12/2023,Clothing,25100,23-12-2023,,,,,,
616,9/23/2023,CUST616,Male,41,Clothing,2,50,100,23,9,2023,0,Clot,lothi,hing,23/09/2023,Clothing,50100,23-09-2023,,,,,,
617,8/26/2023,CUST617,Male,34,Electronics,1,30,30,26,8,2023,0,Elec,lectr,nics,26/08/2023,Electronics,3030,26-08-2023,,,,,,
618,1/26/2023,CUST618,Female,27,Beauty,1,50,50,26,1,2023,1,Beau,eauty,auty,26/01/2023,Beauty,5050,26-01-2023,,,,,,
619,10/13/2023,CUST619,Male,47,Electronics,4,25,100,13,10,2023,0,Elec,lectr,nics,13/10/2023,Electronics,25100,13-10-2023,,,,,,
620,5/8/2023,CUST620,Male,63,Electronics,3,25,75,8,5,2023,0,Elec,lectr,nics,08/05/2023,Electronics,2575,08-05-2023,,,,,,
621,3/4/2023,CUST621,Female,40,Beauty,2,500,1000,4,3,2023,1,Beau,eauty,auty,04/03/2023,Beauty,5001000,04-03-2023,,,,,,
622,8/22/2023,CUST622,Female,49,Beauty,3,25,75,22,8,2023,1,Beau,eauty,auty,22/08/2023,Beauty,2575,22-08-2023,,,,,,
623,3/10/2023,CUST623,Male,34,Clothing,3,50,150,10,3,2023,0,Clot,lothi,hing,10/03/2023,Clothing,50150,10-03-2023,,,,,,
624,8/26/2023,CUST624,Female,34,Beauty,3,300,900,26,8,2023,1,Beau,eauty,auty,26/08/2023,Beauty,300900,26-08-2023,,,,,,
625,12/8/2023,CUST625,Male,31,Clothing,1,300,300,8,12,2023,0,Clot,lothi,hing,08/12/2023,Clothing,300300,08-12-2023,,,,,,
626,9/29/2023,CUST626,Female,26,Clothing,4,500,2000,29,9,2023,0,Clot,lothi,hing,29/09/2023,Clothing,5002000,29-09-2023,,,,,,
627,10/14/2023,CUST627,Male,57,Clothing,1,50,50,14,10,2023,0,Clot,lothi,hing,14/10/2023,Clothing,5050,14-10-2023,,,,,,
628,11/1/2023,CUST628,Female,19,Beauty,4,50,200,1,11,2023,1,Beau,eauty,auty,01/11/2023,Beauty,50200,01-11-2023,,,,,,
629,6/12/2023,CUST629,Male,62,Electronics,2,25,50,12,6,2023,0,Elec,lectr,nics,12/06/2023,Electronics,2550,12-06-2023,,,,,,
630,8/15/2023,CUST630,Male,42,Clothing,2,50,100,15,8,2023,0,Clot,lothi,hing,15/08/2023,Clothing,50100,15-08-2023,,,,,,
631,11/10/2023,CUST631,Male,56,Electronics,3,30,90,10,11,2023,0,Elec,lectr,nics,10/11/2023,Electronics,3090,10-11-2023,,,,,,
632,9/16/2023,CUST632,Female,26,Electronics,4,25,100,16,9,2023,0,Elec,lectr,nics,16/09/2023,Electronics,25100,16-09-2023,,,,,,
633,8/7/2023,CUST633,Male,39,Beauty,4,30,120,7,8,2023,1,Beau,eauty,auty,07/08/2023,Beauty,30120,07-08-2023,,,,,,
634,10/8/2023,CUST634,Male,60,Electronics,4,500,2000,8,10,2023,0,Elec,lectr,nics,08/10/2023,Electronics,5002000,08-10-2023,,,,,,
635,8/17/2023,CUST635,Female,63,Electronics,3,300,900,17,8,2023,0,Elec,lectr,nics,17/08/2023,Electronics,300900,17-08-2023,,,,,,
636,3/23/2023,CUST636,Female,21,Beauty,3,500,1500,23,3,2023,1,Beau,eauty,auty,23/03/2023,Beauty,5001500,23-03-2023,,,,,,
637,9/1/2023,CUST637,Male,43,Clothing,2,300,600,1,9,2023,0,Clot,lothi,hing,01/09/2023,Clothing,300600,01-09-2023,,,,,,
638,8/19/2023,CUST638,Male,46,Electronics,1,500,500,19,8,2023,0,Elec,lectr,nics,19/08/2023,Electronics,500500,19-08-2023,,,,,,
639,5/13/2023,CUST639,Female,62,Beauty,4,50,200,13,5,2023,1,Beau,eauty,auty,13/05/2023,Beauty,50200,13-05-2023,,,,,,
640,5/7/2023,CUST640,Female,51,Electronics,4,30,120,7,5,2023,0,Elec,lectr,nics,07/05/2023,Electronics,30120,07-05-2023,,,,,,
641,11/23/2023,CUST641,Female,40,Electronics,1,300,300,23,11,2023,0,Elec,lectr,nics,23/11/2023,Electronics,300300,23-11-2023,,,,,,
642,5/22/2023,CUST642,Female,54,Clothing,4,25,100,22,5,2023,0,Clot,lothi,hing,22/05/2023,Clothing,25100,22-05-2023,,,,,,
643,9/24/2023,CUST643,Female,28,Electronics,3,30,90,24,9,2023,0,Elec,lectr,nics,24/09/2023,Electronics,3090,24-09-2023,,,,,,
644,9/6/2023,CUST644,Male,23,Beauty,3,25,75,6,9,2023,1,Beau,eauty,auty,06/09/2023,Beauty,2575,06-09-2023,,,,,,
645,11/17/2023,CUST645,Female,35,Electronics,4,30,120,17,11,2023,0,Elec,lectr,nics,17/11/2023,Electronics,30120,17-11-2023,,,,,,
646,5/3/2023,CUST646,Male,38,Clothing,3,30,90,3,5,2023,0,Clot,lothi,hing,03/05/2023,Clothing,3090,03-05-2023,,,,,,
647,5/21/2023,CUST647,Male,59,Clothing,3,500,1500,21,5,2023,0,Clot,lothi,hing,21/05/2023,Clothing,5001500,21-05-2023,,,,,,
648,8/14/2023,CUST648,Male,53,Beauty,4,300,1200,14,8,2023,1,Beau,eauty,auty,14/08/2023,Beauty,3001200,14-08-2023,,,,,,
649,2/9/2023,CUST649,Female,58,Clothing,2,300,600,9,2,2023,0,Clot,lothi,hing,09/02/2023,Clothing,300600,09-02-2023,,,,,,
650,1/1/2024,CUST650,Male,55,Electronics,1,30,30,1,1,2024,0,Elec,lectr,nics,01/01/2024,Electronics,3030,01-01-2024,,,,,,
651,5/27/2023,CUST651,Male,51,Clothing,3,50,150,27,5,2023,0,Clot,lothi,hing,27/05/2023,Clothing,50150,27-05-2023,,,,,,
652,5/1/2023,CUST652,Female,34,Beauty,2,50,100,1,5,2023,1,Beau,eauty,auty,01/05/2023,Beauty,50100,01-05-2023,,,,,,
653,5/20/2023,CUST653,Male,54,Clothing,3,25,75,20,5,2023,0,Clot,lothi,hing,20/05/2023,Clothing,2575,20-05-2023,,,,,,
654,6/21/2023,CUST654,Male,42,Clothing,3,25,75,21,6,2023,0,Clot,lothi,hing,21/06/2023,Clothing,2575,21-06-2023,,,,,,
655,6/13/2023,CUST655,Female,55,Clothing,1,500,500,13,6,2023,0,Clot,lothi,hing,13/06/2023,Clothing,500500,13-06-2023,,,,,,
656,10/4/2023,CUST656,Male,29,Beauty,3,30,90,4,10,2023,1,Beau,eauty,auty,04/10/2023,Beauty,3090,04-10-2023,,,,,,
657,2/11/2023,CUST657,Male,40,Clothing,1,25,25,11,2,2023,0,Clot,lothi,hing,11/02/2023,Clothing,2525,11-02-2023,,,,,,
658,3/12/2023,CUST658,Male,59,Clothing,1,25,25,12,3,2023,0,Clot,lothi,hing,12/03/2023,Clothing,2525,12-03-2023,,,,,,
659,3/19/2023,CUST659,Female,39,Electronics,1,30,30,19,3,2023,0,Elec,lectr,nics,19/03/2023,Electronics,3030,19-03-2023,,,,,,
660,4/29/2023,CUST660,Female,38,Beauty,2,500,1000,29,4,2023,1,Beau,eauty,auty,29/04/2023,Beauty,5001000,29-04-2023,,,,,,
661,7/16/2023,CUST661,Female,44,Clothing,4,25,100,16,7,2023,0,Clot,lothi,hing,16/07/2023,Clothing,25100,16-07-2023,,,,,,
662,12/22/2023,CUST662,Male,48,Beauty,2,500,1000,22,12,2023,1,Beau,eauty,auty,22/12/2023,Beauty,5001000,22-12-2023,,,,,,
663,3/20/2023,CUST663,Male,23,Clothing,4,300,1200,20,3,2023,0,Clot,lothi,hing,20/03/2023,Clothing,3001200,20-03-2023,,,,,,
664,12/28/2023,CUST664,Female,44,Clothing,4,500,2000,28,12,2023,0,Clot,lothi,hing,28/12/2023,Clothing,5002000,28-12-2023,,,,,,
665,4/20/2023,CUST665,Male,57,Clothing,1,50,50,20,4,2023,0,Clot,lothi,hing,20/04/2023,Clothing,5050,20-04-2023,,,,,,
666,2/2/2023,CUST666,Male,51,Electronics,3,50,150,2,2,2023,0,Elec,lectr,nics,02/02/2023,Electronics,50150,02-02-2023,,,,,,
667,8/1/2023,CUST667,Female,29,Electronics,1,500,500,1,8,2023,0,Elec,lectr,nics,01/08/2023,Electronics,500500,01-08-2023,,,,,,
668,7/28/2023,CUST668,Female,62,Electronics,3,50,150,28,7,2023,0,Elec,lectr,nics,28/07/2023,Electronics,50150,28-07-2023,,,,,,
669,6/19/2023,CUST669,Male,24,Beauty,4,300,1200,19,6,2023,1,Beau,eauty,auty,19/06/2023,Beauty,3001200,19-06-2023,,,,,,
670,10/5/2023,CUST670,Male,27,Beauty,1,30,30,5,10,2023,1,Beau,eauty,auty,05/10/2023,Beauty,3030,05-10-2023,,,,,,
671,8/27/2023,CUST671,Male,62,Electronics,3,50,150,27,8,2023,0,Elec,lectr,nics,27/08/2023,Electronics,50150,27-08-2023,,,,,,
672,8/1/2023,CUST672,Female,34,Beauty,2,50,100,1,8,2023,1,Beau,eauty,auty,01/08/2023,Beauty,50100,01-08-2023,,,,,,
673,2/1/2023,CUST673,Female,43,Clothing,3,500,1500,1,2,2023,0,Clot,lothi,hing,01/02/2023,Clothing,5001500,01-02-2023,,,,,,
674,4/16/2023,CUST674,Female,38,Clothing,1,300,300,16,4,2023,0,Clot,lothi,hing,16/04/2023,Clothing,300300,16-04-2023,,,,,,
675,8/4/2023,CUST675,Female,45,Clothing,2,30,60,4,8,2023,0,Clot,lothi,hing,04/08/2023,Clothing,3060,04-08-2023,,,,,,
676,7/19/2023,CUST676,Male,63,Electronics,3,500,1500,19,7,2023,0,Elec,lectr,nics,19/07/2023,Electronics,5001500,19-07-2023,,,,,,
677,10/27/2023,CUST677,Female,19,Beauty,3,500,1500,27,10,2023,1,Beau,eauty,auty,27/10/2023,Beauty,5001500,27-10-2023,,,,,,
678,12/23/2023,CUST678,Female,60,Electronics,3,300,900,23,12,2023,0,Elec,lectr,nics,23/12/2023,Electronics,300900,23-12-2023,,,,,,
679,1/11/2023,CUST679,Female,18,Beauty,3,30,90,11,1,2023,1,Beau,eauty,auty,11/01/2023,Beauty,3090,11-01-2023,,,,,,
680,10/22/2023,CUST680,Female,53,Clothing,3,300,900,22,10,2023,0,Clot,lothi,hing,22/10/2023,Clothing,300900,22-10-2023,,,,,,
681,7/14/2023,CUST681,Female,43,Electronics,2,30,60,14,7,2023,0,Elec,lectr,nics,14/07/2023,Electronics,3060,14-07-2023,,,,,,
682,9/2/2023,CUST682,Male,46,Beauty,4,300,1200,2,9,2023,1,Beau,eauty,auty,02/09/2023,Beauty,3001200,02-09-2023,,,,,,
683,1/4/2023,CUST683,Male,38,Beauty,2,500,1000,4,1,2023,1,Beau,eauty,auty,04/01/2023,Beauty,5001000,04-01-2023,,,,,,
684,6/30/2023,CUST684,Female,28,Clothing,2,500,1000,30,6,2023,0,Clot,lothi,hing,30/06/2023,Clothing,5001000,30-06-2023,,,,,,
685,6/2/2023,CUST685,Male,57,Electronics,2,25,50,2,6,2023,0,Elec,lectr,nics,02/06/2023,Electronics,2550,02-06-2023,,,,,,
686,7/19/2023,CUST686,Female,28,Electronics,4,50,200,19,7,2023,0,Elec,lectr,nics,19/07/2023,Electronics,50200,19-07-2023,,,,,,
687,8/3/2023,CUST687,Female,53,Electronics,1,300,300,3,8,2023,0,Elec,lectr,nics,03/08/2023,Electronics,300300,03-08-2023,,,,,,
688,10/3/2023,CUST688,Male,56,Clothing,4,25,100,3,10,2023,0,Clot,lothi,hing,03/10/2023,Clothing,25100,03-10-2023,,,,,,
689,10/7/2023,CUST689,Male,57,Electronics,2,50,100,7,10,2023,0,Elec,lectr,nics,07/10/2023,Electronics,50100,07-10-2023,,,,,,
690,11/5/2023,CUST690,Female,52,Clothing,3,300,900,5,11,2023,0,Clot,lothi,hing,05/11/2023,Clothing,300900,05-11-2023,,,,,,
691,4/23/2023,CUST691,Female,51,Clothing,3,30,90,23,4,2023,0,Clot,lothi,hing,23/04/2023,Clothing,3090,23-04-2023,,,,,,
692,9/7/2023,CUST692,Female,64,Clothing,2,50,100,7,9,2023,0,Clot,lothi,hing,07/09/2023,Clothing,50100,07-09-2023,,,,,,
693,4/23/2023,CUST693,Male,41,Beauty,3,500,1500,23,4,2023,1,Beau,eauty,auty,23/04/2023,Beauty,5001500,23-04-2023,,,,,,
694,5/20/2023,CUST694,Female,39,Electronics,2,25,50,20,5,2023,0,Elec,lectr,nics,20/05/2023,Electronics,2550,20-05-2023,,,,,,
695,8/12/2023,CUST695,Female,22,Electronics,3,50,150,12,8,2023,0,Elec,lectr,nics,12/08/2023,Electronics,50150,12-08-2023,,,,,,
696,9/6/2023,CUST696,Female,50,Clothing,4,50,200,6,9,2023,0,Clot,lothi,hing,06/09/2023,Clothing,50200,06-09-2023,,,,,,
697,1/15/2023,CUST697,Male,53,Clothing,1,500,500,15,1,2023,0,Clot,lothi,hing,15/01/2023,Clothing,500500,15-01-2023,,,,,,
698,7/19/2023,CUST698,Female,64,Electronics,1,300,300,19,7,2023,0,Elec,lectr,nics,19/07/2023,Electronics,300300,19-07-2023,,,,,,
699,6/22/2023,CUST699,Female,37,Clothing,4,30,120,22,6,2023,0,Clot,lothi,hing,22/06/2023,Clothing,30120,22-06-2023,,,,,,
700,12/9/2023,CUST700,Male,36,Electronics,4,500,2000,9,12,2023,0,Elec,lectr,nics,09/12/2023,Electronics,5002000,09-12-2023,,,,,,
701,12/14/2023,CUST701,Female,52,Beauty,2,30,60,14,12,2023,1,Beau,eauty,auty,14/12/2023,Beauty,3060,14-12-2023,,,,,,
702,7/27/2023,CUST702,Female,60,Clothing,2,300,600,27,7,2023,0,Clot,lothi,hing,27/07/2023,Clothing,300600,27-07-2023,,,,,,
